id,name,region,level,type,lat,lon,relations
LOR-I-103,Centro de Salud Loreto #103,Loreto,I-3,Centro de Salud,-3.812981,-73.994845,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 30.979, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 47.247, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 58.74, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 550.875, ""level_gap"": 1}]"
LOR-I-104,Puesto de Salud Loreto #104,Loreto,I-3,Puesto de Salud,-3.293553,-72.380012,"[{""target_id"": ""LOR-HII-002"", ""weight_km"": 10.109, ""level_gap"": 1}, {""target_id"": ""LOR-HII-001"", ""weight_km"": 45.823, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 63.729, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 729.251, ""level_gap"": 1}]"
LOR-I-105,Centro de Salud Loreto #105,Loreto,I-3,Centro de Salud,-3.560669,-72.9017,"[{""target_id"": ""LOR-HII-001"", ""weight_km"": 23.841, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 29.83, ""level_gap"": 1}, {""target_id"": ""LOR-HII-011"", ""weight_km"": 42.776, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 664.688, ""level_gap"": 1}]"
LOR-I-106,Puesto de Salud Loreto #106,Loreto,I-3,Puesto de Salud,-3.971529,-73.412667,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 53.028, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 59.093, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 65.542, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 592.095, ""level_gap"": 1}]"
LOR-I-107,Puesto de Salud Loreto #107,Loreto,I-3,Puesto de Salud,-3.323825,-73.737255,"[{""target_id"": ""LOR-HII-009"", ""weight_km"": 14.526, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 16.012, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 30.021, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 606.144, ""level_gap"": 1}]"
LOR-I-108,Centro de Salud Loreto #108,Loreto,I-4,Centro de Salud,-4.298007,-72.717812,"[{""target_id"": ""LOR-HII-008"", ""weight_km"": 18.44, ""level_gap"": 1}, {""target_id"": ""LOR-HII-007"", ""weight_km"": 33.964, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 54.131, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 639.654, ""level_gap"": 1}]"
LOR-I-109,Puesto de Salud Loreto #109,Loreto,I-3,Puesto de Salud,-3.767272,-73.485326,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 29.012, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 39.366, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 41.481, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 598.629, ""level_gap"": 1}]"
LOR-I-110,Puesto de Salud Loreto #110,Loreto,I-3,Puesto de Salud,-4.389481,-73.913948,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 87.507, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 105.72, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 107.629, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 520.052, ""level_gap"": 1}]"
LOR-I-111,Centro de Salud Loreto #111,Loreto,I-3,Centro de Salud,-3.235277,-73.359348,"[{""target_id"": ""LOR-HII-006"", ""weight_km"": 12.371, ""level_gap"": 1}, {""target_id"": ""LOR-HII-011"", ""weight_km"": 27.701, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 32.683, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 645.754, ""level_gap"": 1}]"
LOR-I-112,Centro de Salud Loreto #112,Loreto,I-2,Centro de Salud,-4.010335,-72.396442,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 18.861, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 25.188, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 34.217, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 686.171, ""level_gap"": 1}]"
LOR-I-113,Centro de Salud Loreto #113,Loreto,I-4,Centro de Salud,-3.956888,-74.0408,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 46.688, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 63.954, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 73.952, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 536.857, ""level_gap"": 1}]"
LOR-I-114,Puesto de Salud Loreto #114,Loreto,I-2,Puesto de Salud,-3.985904,-72.616991,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 7.824, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 17.777, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 32.968, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 666.152, ""level_gap"": 1}]"
LOR-I-115,Centro de Salud Loreto #115,Loreto,I-3,Centro de Salud,-3.856353,-73.875791,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 28.519, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 48.247, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 53.0, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 558.151, ""level_gap"": 1}]"
LOR-I-116,Puesto de Salud Loreto #116,Loreto,I-4,Puesto de Salud,-4.294087,-73.661096,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 77.654, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 87.801, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 96.628, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 549.343, ""level_gap"": 1}]"
LOR-I-117,Puesto de Salud Loreto #117,Loreto,I-2,Puesto de Salud,-3.056694,-72.370926,"[{""target_id"": ""LOR-HII-002"", ""weight_km"": 33.412, ""level_gap"": 1}, {""target_id"": ""LOR-HII-001"", ""weight_km"": 58.328, ""level_gap"": 1}, {""target_id"": ""LOR-HII-011"", ""weight_km"": 84.451, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 745.14, ""level_gap"": 1}]"
LOR-I-118,Puesto de Salud Loreto #118,Loreto,I-2,Puesto de Salud,-3.903922,-73.467291,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 44.291, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 49.559, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 56.365, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 591.379, ""level_gap"": 1}]"
LOR-I-119,Centro de Salud Loreto #119,Loreto,I-2,Centro de Salud,-4.290302,-73.572082,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 79.846, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 86.475, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 96.418, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 557.901, ""level_gap"": 1}]"
LOR-I-120,Centro de Salud Loreto #120,Loreto,I-2,Centro de Salud,-3.575607,-73.810843,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 3.946, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 16.63, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 25.674, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 582.977, ""level_gap"": 1}]"
LOR-I-121,Centro de Salud Loreto #121,Loreto,I-2,Centro de Salud,-4.038689,-73.789658,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 47.66, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 64.467, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 68.176, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 553.564, ""level_gap"": 1}]"
LOR-I-122,Centro de Salud Loreto #122,Loreto,I-3,Centro de Salud,-3.790194,-72.75993,"[{""target_id"": ""LOR-HII-012"", ""weight_km"": 24.203, ""level_gap"": 1}, {""target_id"": ""LOR-HII-007"", ""weight_km"": 34.629, ""level_gap"": 1}, {""target_id"": ""LOR-HII-001"", ""weight_km"": 45.483, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 663.762, ""level_gap"": 1}]"
LOR-I-123,Centro de Salud Loreto #123,Loreto,I-4,Centro de Salud,-4.399045,-73.564398,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 91.622, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 98.537, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 108.539, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 552.289, ""level_gap"": 1}]"
LOR-I-124,Puesto de Salud Loreto #124,Loreto,I-2,Puesto de Salud,-3.735954,-73.929785,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 19.805, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 36.586, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 47.554, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 561.894, ""level_gap"": 1}]"
LOR-I-125,Centro de Salud Loreto #125,Loreto,I-3,Centro de Salud,-4.014143,-73.400401,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 57.958, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 63.363, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 70.446, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 590.579, ""level_gap"": 1}]"
LOR-I-126,Centro de Salud Loreto #126,Loreto,I-3,Centro de Salud,-3.186773,-73.941194,"[{""target_id"": ""LOR-HII-009"", ""weight_km"": 29.91, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 43.119, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 49.517, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 597.868, ""level_gap"": 1}]"
LOR-I-127,Centro de Salud Loreto #127,Loreto,I-3,Centro de Salud,-3.534568,-73.389715,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 17.332, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 29.428, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 29.813, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 622.689, ""level_gap"": 1}]"
LOR-I-128,Puesto de Salud Loreto #128,Loreto,I-4,Puesto de Salud,-3.92191,-74.081667,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 46.418, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 62.375, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 74.181, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 535.754, ""level_gap"": 1}]"
LOR-I-129,Puesto de Salud Loreto #129,Loreto,I-3,Puesto de Salud,-4.073147,-72.752893,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 21.315, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 31.579, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 34.345, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 648.249, ""level_gap"": 1}]"
LOR-I-130,Puesto de Salud Loreto #130,Loreto,I-3,Puesto de Salud,-3.068192,-74.052118,"[{""target_id"": ""LOR-HII-009"", ""weight_km"": 47.517, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 61.006, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 66.305, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 597.064, ""level_gap"": 1}]"
LOR-I-131,Puesto de Salud Loreto #131,Loreto,I-4,Puesto de Salud,-4.131037,-73.025111,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 52.185, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 54.756, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 61.944, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 618.913, ""level_gap"": 1}]"
LOR-I-132,Puesto de Salud Loreto #132,Loreto,I-2,Puesto de Salud,-3.682309,-73.452975,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 21.376, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 34.987, ""level_gap"": 1}, {""target_id"": ""LOR-HII-005"", ""weight_km"": 39.692, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 607.147, ""level_gap"": 1}]"
LOR-I-133,Puesto de Salud Loreto #133,Loreto,I-2,Puesto de Salud,-3.387745,-72.803698,"[{""target_id"": ""LOR-HII-001"", ""weight_km"": 2.366, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 36.542, ""level_gap"": 1}, {""target_id"": ""LOR-HII-011"", ""weight_km"": 37.897, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 684.646, ""level_gap"": 1}]"
LOR-I-134,Centro de Salud Loreto #134,Loreto,I-2,Centro de Salud,-3.803402,-73.767486,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 21.838, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 40.679, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 42.318, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 571.244, ""level_gap"": 1}]"
LOR-I-135,Centro de Salud Loreto #135,Loreto,I-3,Centro de Salud,-4.319094,-73.986238,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 81.386, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 101.009, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 102.149, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 517.769, ""level_gap"": 1}]"
LOR-I-136,Puesto de Salud Loreto #136,Loreto,I-3,Puesto de Salud,-3.844376,-73.23598,"[{""target_id"": ""LOR-HII-010"", ""weight_km"": 48.484, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 50.28, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 60.712, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 616.253, ""level_gap"": 1}]"
LOR-I-137,Centro de Salud Loreto #137,Loreto,I-2,Centro de Salud,-3.727453,-72.382713,"[{""target_id"": ""LOR-HII-012"", ""weight_km"": 22.301, ""level_gap"": 1}, {""target_id"": ""LOR-HII-007"", ""weight_km"": 39.568, ""level_gap"": 1}, {""target_id"": ""LOR-HII-002"", ""weight_km"": 43.25, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 703.101, ""level_gap"": 1}]"
LOR-I-138,Puesto de Salud Loreto #138,Loreto,I-3,Puesto de Salud,-3.735159,-73.261315,"[{""target_id"": ""LOR-HII-010"", ""weight_km"": 37.792, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 39.956, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 48.468, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 620.87, ""level_gap"": 1}]"
LOR-I-139,Puesto de Salud Loreto #139,Loreto,I-3,Puesto de Salud,-3.244326,-73.772869,"[{""target_id"": ""LOR-HII-009"", ""weight_km"": 20.853, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 25.292, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 39.197, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 608.409, ""level_gap"": 1}]"
LOR-I-140,Puesto de Salud Loreto #140,Loreto,I-4,Puesto de Salud,-3.26294,-73.066461,"[{""target_id"": ""LOR-HII-011"", ""weight_km"": 5.618, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 18.996, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 22.762, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 669.553, ""level_gap"": 1}]"
LOR-I-141,Puesto de Salud Loreto #141,Loreto,I-4,Puesto de Salud,-4.052421,-73.997982,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 53.698, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 72.42, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 78.288, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 534.095, ""level_gap"": 1}]"
LOR-I-142,Puesto de Salud Loreto #142,Loreto,I-4,Puesto de Salud,-3.269298,-73.491133,"[{""target_id"": ""LOR-HII-004"", ""weight_km"": 23.6, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 24.969, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 27.748, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 631.684, ""level_gap"": 1}]"
LOR-I-143,Puesto de Salud Loreto #143,Loreto,I-2,Puesto de Salud,-4.257422,-72.936809,"[{""target_id"": ""LOR-HII-008"", ""weight_km"": 42.6, ""level_gap"": 1}, {""target_id"": ""LOR-HII-007"", ""weight_km"": 48.186, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 63.228, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 620.421, ""level_gap"": 1}]"
LOR-I-144,Centro de Salud Loreto #144,Loreto,I-3,Centro de Salud,-4.224044,-74.109203,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 76.218, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 94.393, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 100.874, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 512.787, ""level_gap"": 1}]"
LOR-I-145,Centro de Salud Loreto #145,Loreto,I-4,Centro de Salud,-3.887164,-73.858431,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 31.389, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 51.443, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 54.261, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 557.562, ""level_gap"": 1}]"
LOR-I-146,Puesto de Salud Loreto #146,Loreto,I-3,Puesto de Salud,-3.519294,-73.346602,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 21.963, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 25.959, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 26.283, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 627.515, ""level_gap"": 1}]"
LOR-I-147,Centro de Salud Loreto #147,Loreto,I-3,Centro de Salud,-4.124191,-72.728066,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 20.724, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 25.682, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 37.234, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 647.854, ""level_gap"": 1}]"
LOR-I-148,Centro de Salud Loreto #148,Loreto,I-4,Centro de Salud,-3.285324,-73.475102,"[{""target_id"": ""LOR-HII-006"", ""weight_km"": 23.017, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 23.628, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 26.471, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 632.075, ""level_gap"": 1}]"
LOR-I-149,Puesto de Salud Loreto #149,Loreto,I-3,Puesto de Salud,-4.409737,-73.75452,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 89.059, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 102.389, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 109.589, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 533.708, ""level_gap"": 1}]"
LOR-I-150,Centro de Salud Loreto #150,Loreto,I-3,Centro de Salud,-3.504022,-73.255364,"[{""target_id"": ""LOR-HII-010"", ""weight_km"": 16.582, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 22.805, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 32.095, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 636.593, ""level_gap"": 1}]"
LOR-I-151,Centro de Salud Loreto #151,Loreto,I-2,Centro de Salud,-3.691795,-74.028554,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 26.588, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 37.622, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 52.761, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 555.814, ""level_gap"": 1}]"
LOR-I-152,Centro de Salud Loreto #152,Loreto,I-2,Centro de Salud,-4.087799,-72.989785,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 47.513, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 52.736, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 56.137, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 624.736, ""level_gap"": 1}]"
LOR-I-153,Centro de Salud Loreto #153,Loreto,I-3,Centro de Salud,-3.52788,-72.584619,"[{""target_id"": ""LOR-HII-002"", ""weight_km"": 24.893, ""level_gap"": 1}, {""target_id"": ""LOR-HII-001"", ""weight_km"": 27.381, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 35.123, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 695.9, ""level_gap"": 1}]"
LOR-I-154,Centro de Salud Loreto #154,Loreto,I-2,Centro de Salud,-3.446854,-72.831117,"[{""target_id"": ""LOR-HII-001"", ""weight_km"": 8.975, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 33.432, ""level_gap"": 1}, {""target_id"": ""LOR-HII-011"", ""weight_km"": 38.758, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 678.36, ""level_gap"": 1}]"
LOR-I-155,Centro de Salud Loreto #155,Loreto,I-2,Centro de Salud,-4.066777,-73.608178,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 55.183, ""level_gap"": 1}, {""target_id"": ""LOR-HII-003"", ""weight_km"": 61.971, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 71.371, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 568.212, ""level_gap"": 1}]"
LOR-I-156,Centro de Salud Loreto #156,Loreto,I-3,Centro de Salud,-3.509382,-72.812629,"[{""target_id"": ""LOR-HII-001"", ""weight_km"": 14.555, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 36.698, ""level_gap"": 1}, {""target_id"": ""LOR-HII-002"", ""weight_km"": 43.697, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 676.063, ""level_gap"": 1}]"
LOR-I-157,Centro de Salud Loreto #157,Loreto,I-3,Centro de Salud,-3.395628,-73.494772,"[{""target_id"": ""LOR-HII-003"", ""weight_km"": 14.177, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 15.925, ""level_gap"": 1}, {""target_id"": ""LOR-HII-006"", ""weight_km"": 27.331, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 623.172, ""level_gap"": 1}]"
LOR-I-158,Centro de Salud Loreto #158,Loreto,I-2,Centro de Salud,-3.298982,-72.974918,"[{""target_id"": ""LOR-HII-011"", ""weight_km"": 16.491, ""level_gap"": 1}, {""target_id"": ""LOR-HII-010"", ""weight_km"": 22.029, ""level_gap"": 1}, {""target_id"": ""LOR-HII-001"", ""weight_km"": 23.187, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 675.174, ""level_gap"": 1}]"
LOR-I-159,Centro de Salud Loreto #159,Loreto,I-4,Centro de Salud,-3.5934,-74.090251,"[{""target_id"": ""LOR-HII-005"", ""weight_km"": 31.899, ""level_gap"": 1}, {""target_id"": ""LOR-HII-009"", ""weight_km"": 35.429, ""level_gap"": 1}, {""target_id"": ""LOR-HII-004"", ""weight_km"": 53.857, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-002"", ""weight_km"": 556.813, ""level_gap"": 1}]"
LOR-I-160,Centro de Salud Loreto #160,Loreto,I-2,Centro de Salud,-4.075396,-72.627546,"[{""target_id"": ""LOR-HII-007"", ""weight_km"": 8.374, ""level_gap"": 1}, {""target_id"": ""LOR-HII-008"", ""weight_km"": 23.73, ""level_gap"": 1}, {""target_id"": ""LOR-HII-012"", ""weight_km"": 27.452, ""level_gap"": 1}, {""target_id"": ""CAJ-HII-007"", ""weight_km"": 660.233, ""level_gap"": 1}]"
ARE-HII-001,Hospital II Arequipa #1,Arequipa,II-1,Hospital,-17.010149,-70.907769,"[{""target_id"": ""PER-HNAL"", ""weight_km"": 856.211, ""level_gap"": 1}, {""target_id"": ""PER-INEN"", ""weight_km"": 858.011, ""level_gap"": 1}]"
ARE-HII-002,Hospital II Arequipa #2,Arequipa,II-2,Hospital,-16.475565,-71.005084,"[{""target_id"": ""PER-HNAL"", ""weight_km"": 811.642, ""level_gap"": 1}, {""target_id"": ""PER-INEN"", ""weight_km"": 813.615, ""level_gap"": 1}]"
ARE-HII-003,Hospital II Arequipa #3,Arequipa,II-1,Hospital,-16.162515,-71.486967,"[{""target_id"": ""PER-HNAL"", ""weight_km"": 749.598, ""level_gap"": 1}, {""target_id"": ""PER-INEN"", ""weight_km"": 751.561, ""level_gap"": 1}]"
